MARC tag	Field name	Field repeatability	Field note	SF delimiter	SF name	SF repeatability	SF note	Subfield	Endeca element	i1	i2	Other constraint	Institution
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	v	Form subdivision	R	.	600v	Genre	.	[12347]	.	TRLN
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	v	Form subdivision	R	.	600v	Subject Headings	.	.	.	TRLN
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	v	Form subdivision	R	.	600v	Subjects	.	.	.	TRLN
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	x	General subdivision	R	.	600x	Subject	.	[12347]	.	TRLN
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	x	General subdivision	R	.	600x	Subject Headings	.	.	.	TRLN
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	x	General subdivision	R	.	600x	Subjects	.	.	.	TRLN
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	y	Chronological subdivision	R	.	600y	Subject Headings	.	.	.	TRLN
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	y	Chronological subdivision	R	.	600y	Subjects	.	.	.	TRLN
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	y	Chronological subdivision	R	.	600y	Time Period	.	[12347]	.	TRLN
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	z	Geographic subdivision	R	.	600z	Region	.	[12347]	.	TRLN
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	z	Geographic subdivision	R	.	600z	Subject Headings	.	.	.	TRLN
600	SUBJECT ADDED ENTRY--PERSONAL NAME	R	.	z	Geographic subdivision	R	.	600z	Subjects	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	a	Corporate name or jurisdiction name as entry element	NR	.	610a	Subject	.	[12347]	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	a	Corporate name or jurisdiction name as entry element	NR	.	610a	Subject Headings	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	a	Corporate name or jurisdiction name as entry element	NR	.	610a	Subjects	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	b	Subordinate unit	R	.	610b	Subject Headings	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	b	Subordinate unit	R	.	610b	Subjects	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	c	Location of meeting	R	.	610c	Subject Headings	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	c	Location of meeting	R	.	610c	Subjects	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	d	Date of meeting or treaty signing	R	.	610d	Subject Headings	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	d	Date of meeting or treaty signing	R	.	610d	Subjects	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	e	Relator term	R	.	610e	Subject Headings	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	e	Relator term	R	.	610e	Subjects	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	f	Date of a work	NR	.	610f	Subject Headings	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	f	Date of a work	NR	.	610f	Subjects	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	g	Miscellaneous information	R	.	610g	Subject Headings	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	g	Miscellaneous information	R	.	610g	Subjects	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	h	Medium	NR	.	610h	Subject Headings	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	h	Medium	NR	.	610h	Subjects	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	k	Form subheading	R	.	610k	Subject Headings	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	k	Form subheading	R	.	610k	Subjects	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	l	Language of a work	NR	.	610l	Subject Headings	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	l	Language of a work	NR	.	610l	Subjects	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	m	Medium of performance for music	R	.	610m	Subject Headings	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	m	Medium of performance for music	R	.	610m	Subjects	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	n	Number of part/section/meeting	R	.	610n	Subject Headings	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	n	Number of part/section/meeting	R	.	610n	Subjects	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	o	Arranged statement for music	NR	.	610o	Subject Headings	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	o	Arranged statement for music	NR	.	610o	Subjects	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	p	Name of part/section of a work	R	.	610p	Subject Headings	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	p	Name of part/section of a work	R	.	610p	Subjects	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	r	Key for music	NR	.	610r	Subject Headings	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	r	Key for music	NR	.	610r	Subjects	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	s	Version	NR	.	610s	Subject Headings	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	s	Version	NR	.	610s	Subjects	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	t	Title of a work	NR	.	610t	Subject Headings	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	t	Title of a work	NR	.	610t	Subjects	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	v	Form subdivision	R	.	610v	Genre	.	[12347]	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	v	Form subdivision	R	.	610v	Subject Headings	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	v	Form subdivision	R	.	610v	Subjects	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	x	General subdivision	R	.	610x	Subject	.	[12347]	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	x	General subdivision	R	.	610x	Subject Headings	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	x	General subdivision	R	.	610x	Subjects	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	y	Chronological subdivision	R	.	610y	Subject Headings	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	y	Chronological subdivision	R	.	610y	Subjects	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	y	Chronological subdivision	R	.	610y	Time Period	.	[12347]	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	z	Geographic subdivision	R	.	610z	Region	.	[12347]	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	z	Geographic subdivision	R	.	610z	Subject Headings	.	.	.	TRLN
610	SUBJECT ADDED ENTRY--CORPORATE NAME	R	.	z	Geographic subdivision	R	.	610z	Subjects	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	a	Meeting name or jurisdiction name as entry element	NR	.	611a	Subject	.	[12347]	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	a	Meeting name or jurisdiction name as entry element	NR	.	611a	Subject Headings	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	a	Meeting name or jurisdiction name as entry element	NR	.	611a	Subjects	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	c	Location of meeting	R	.	611c	Subject Headings	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	c	Location of meeting	R	.	611c	Subjects	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	d	Date of meeting	NR	.	611d	Subject Headings	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	d	Date of meeting	NR	.	611d	Subjects	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	e	Subordinate unit	R	.	611e	Subject Headings	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	e	Subordinate unit	R	.	611e	Subjects	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	f	Date of a work	NR	.	611f	Subject Headings	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	f	Date of a work	NR	.	611f	Subjects	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	g	Miscellaneous information	R	.	611g	Subject Headings	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	g	Miscellaneous information	R	.	611g	Subjects	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	h	Medium	NR	.	611h	Subject Headings	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	h	Medium	NR	.	611h	Subjects	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	j	Relator term	R	.	611j	Subject Headings	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	j	Relator term	R	.	611j	Subjects	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	k	Form subheading	R	.	611k	Subject Headings	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	k	Form subheading	R	.	611k	Subjects	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	l	Language of a work	NR	.	611l	Subject Headings	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	l	Language of a work	NR	.	611l	Subjects	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	n	Number of part/section/meeting	R	.	611n	Subject Headings	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	n	Number of part/section/meeting	R	.	611n	Subjects	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	p	Name of part/section of a work	R	.	611p	Subject Headings	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	p	Name of part/section of a work	R	.	611p	Subjects	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	q	Name of meeting following jurisdiction name entry element	NR	.	611q	Subject Headings	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	q	Name of meeting following jurisdiction name entry element	NR	.	611q	Subjects	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	s	Version	NR	.	611s	Subject Headings	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	s	Version	NR	.	611s	Subjects	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	t	Title of a work	NR	.	611t	Subject Headings	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	t	Title of a work	NR	.	611t	Subjects	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	v	Form subdivision	R	.	611v	Genre	.	[12347]	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	v	Form subdivision	R	.	611v	Subject Headings	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	v	Form subdivision	R	.	611v	Subjects	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	x	General subdivision	R	.	611x	Subject	.	[12347]	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	x	General subdivision	R	.	611x	Subject Headings	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	x	General subdivision	R	.	611x	Subjects	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	y	Chronological subdivision	R	.	611y	Subject Headings	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	y	Chronological subdivision	R	.	611y	Subjects	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	y	Chronological subdivision	R	.	611y	Time Period	.	[12347]	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	z	Geographic subdivision	R	.	611z	Region	.	[12347]	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	z	Geographic subdivision	R	.	611z	Subject Headings	.	.	.	TRLN
611	SUBJECT ADDED ENTRY--MEETING NAME	R	.	z	Geographic subdivision	R	.	611z	Subjects	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	a	Uniform title	NR	.	630a	Subject	.	[12347]	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	a	Uniform title	NR	.	630a	Subject Headings	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	a	Uniform title	NR	.	630a	Subjects	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	d	Date of treaty signing	R	.	630d	Subject Headings	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	d	Date of treaty signing	R	.	630d	Subjects	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	f	Date of a work	NR	.	630f	Subject Headings	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	f	Date of a work	NR	.	630f	Subjects	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	g	Miscellaneous information	R	.	630g	Subject Headings	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	g	Miscellaneous information	R	.	630g	Subjects	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	h	Medium	NR	.	630h	Subject Headings	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	h	Medium	NR	.	630h	Subjects	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	k	Form subheading	R	.	630k	Subject Headings	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	k	Form subheading	R	.	630k	Subjects	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	l	Language of a work	NR	.	630l	Subject Headings	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	l	Language of a work	NR	.	630l	Subjects	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	m	Medium of performance for music	R	.	630m	Subject Headings	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	m	Medium of performance for music	R	.	630m	Subjects	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	n	Number of part/section of a work	R	.	630n	Subject Headings	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	n	Number of part/section of a work	R	.	630n	Subjects	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	o	Arranged statement for music	NR	.	630o	Subject Headings	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	o	Arranged statement for music	NR	.	630o	Subjects	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	p	Name of part/section of a work	R	.	630p	Subject Headings	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	p	Name of part/section of a work	R	.	630p	Subjects	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	r	Key for music	NR	.	630r	Subject Headings	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	r	Key for music	NR	.	630r	Subjects	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	s	Version	NR	.	630s	Subject Headings	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	s	Version	NR	.	630s	Subjects	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	t	Title of a work	NR	.	630t	Subject Headings	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	t	Title of a work	NR	.	630t	Subjects	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	v	Form subdivision	R	.	630v	Genre	.	[12347]	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	v	Form subdivision	R	.	630v	Subject Headings	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	v	Form subdivision	R	.	630v	Subjects	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	x	General subdivision	R	.	630x	Subject	.	[12347]	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	x	General subdivision	R	.	630x	Subject Headings	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	x	General subdivision	R	.	630x	Subjects	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	y	Chronological subdivision	R	.	630y	Subject Headings	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	y	Chronological subdivision	R	.	630y	Subjects	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	y	Chronological subdivision	R	.	630y	Time Period	.	[12347]	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	z	Geographic subdivision	R	.	630z	Region	.	[12347]	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	z	Geographic subdivision	R	.	630z	Subject Headings	.	.	.	TRLN
630	SUBJECT ADDED ENTRY--UNIFORM TITLE	R	.	z	Geographic subdivision	R	.	630z	Subjects	.	.	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	a	Topical term or geographic name as entry element	NR	.	650a	Medical Subject	.	2	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	a	Topical term or geographic name as entry element	NR	.	650a	Subject	.	[12347]	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	a	Topical term or geographic name as entry element	NR	.	650a	Subject Headings	.	.	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	a	Topical term or geographic name as entry element	NR	.	650a	Subjects	.	.	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	b	Topical term following geographic name as entry element	NR	.	650b	Subject Headings	.	.	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	b	Topical term following geographic name as entry element	NR	.	650b	Subjects	.	.	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	c	Location of event	NR	.	650c	Subject Headings	.	.	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	c	Location of event	NR	.	650c	Subjects	.	.	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	d	Active dates	NR	.	650d	Subject Headings	.	.	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	d	Active dates	NR	.	650d	Subjects	.	.	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	e	Relator term	NR	.	650e	Subject Headings	.	.	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	e	Relator term	NR	.	650e	Subjects	.	.	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	v	Form subdivision	R	.	650v	Genre	.	[12347]	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	v	Form subdivision	R	.	650v	Subject Headings	.	.	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	v	Form subdivision	R	.	650v	Subjects	.	.	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	x	General subdivision	R	.	650x	Medical Subject	.	2	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	x	General subdivision	R	.	650x	Subject	.	[12347]	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	x	General subdivision	R	.	650x	Subject Headings	.	.	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	x	General subdivision	R	.	650x	Subjects	.	.	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	y	Chronological subdivision	R	.	650y	Subject Headings	.	.	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	y	Chronological subdivision	R	.	650y	Subjects	.	.	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	y	Chronological subdivision	R	.	650y	Time Period	.	[12347]	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	z	Geographic subdivision	R	.	650z	Region	.	[12347]	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	z	Geographic subdivision	R	.	650z	Subject Headings	.	.	.	TRLN
650	SUBJECT ADDED ENTRY--TOPICAL TERM	R	.	z	Geographic subdivision	R	.	650z	Subjects	.	.	.	TRLN
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	a	Geographic name	NR	.	651a	Region	.	[12347]	.	TRLN
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	a	Geographic name	NR	.	651a	Subject Headings	.	.	.	TRLN
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	a	Geographic name	NR	.	651a	Subjects	.	.	.	TRLN
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	v	Form subdivision	R	.	651v	Genre	.	[12347]	.	TRLN
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	v	Form subdivision	R	.	651v	Subject Headings	.	.	.	TRLN
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	v	Form subdivision	R	.	651v	Subjects	.	.	.	TRLN
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	x	General subdivision	R	.	651x	Subject	.	[12347]	.	TRLN
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	x	General subdivision	R	.	651x	Subject Headings	.	.	.	TRLN
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	x	General subdivision	R	.	651x	Subjects	.	.	.	TRLN
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	y	Chronological subdivision	R	.	651y	Subject Headings	.	.	.	TRLN
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	y	Chronological subdivision	R	.	651y	Subjects	.	.	.	TRLN
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	y	Chronological subdivision	R	.	651y	Time Period	.	[12347]	.	TRLN
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	z	Geographic subdivision	R	.	651z	Region	.	[12347]	.	TRLN
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	z	Geographic subdivision	R	.	651z	Subject Headings	.	.	.	TRLN
651	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME	R	.	z	Geographic subdivision	R	.	651z	Subjects	.	.	.	TRLN
653	INDEX TERM--UNCONTROLLED	R	.	a	Uncontrolled term	R	.	653a	Subject Headings	.	.	.	TRLN
653	INDEX TERM--UNCONTROLLED	R	.	a	Uncontrolled term	R	.	653a	Subjects	.	.	.	TRLN
655	INDEX TERM--GENRE/FORM	R	.	a	Genre/form data or focus term	NR	.	655a	Genre	.	[12347]	.	TRLN
655	INDEX TERM--GENRE/FORM	R	.	a	Genre/form data or focus term	NR	.	655a	Subject Headings	.	.	.	TRLN
655	INDEX TERM--GENRE/FORM	R	.	b	Non-focus term	R	.	655b	Subject Headings	.	.	.	TRLN
655	INDEX TERM--GENRE/FORM	R	.	v	Form subdivision	R	.	655v	Subject Headings	.	.	.	TRLN
655	INDEX TERM--GENRE/FORM	R	.	x	General subdivision	R	.	655x	Subject Headings	.	.	.	TRLN
655	INDEX TERM--GENRE/FORM	R	.	y	Chronological subdivision	R	.	655y	Subject Headings	.	.	.	TRLN
655	INDEX TERM--GENRE/FORM	R	.	z	Geographic subdivision	R	.	655z	Region	.	[12347]	.	TRLN
655	INDEX TERM--GENRE/FORM	R	.	z	Geographic subdivision	R	.	655z	Subject Headings	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	a	Personal name	NR	.	700a	Author	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	a	Personal name	NR	.	700a	Name Title	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	a	Personal name	NR	.	700a	Other Authors	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	b	Numeration	NR	.	700b	Author	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	b	Numeration	NR	.	700b	Name Title	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	b	Numeration	NR	.	700b	Other Authors	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	c	Titles and other words associated with a name	R	.	700c	Author	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	c	Titles and other words associated with a name	R	.	700c	Name Title	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	c	Titles and other words associated with a name	R	.	700c	Other Authors	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	d	Dates associated with a name	NR	.	700d	Author	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	d	Dates associated with a name	NR	.	700d	Name Title	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	d	Dates associated with a name	NR	.	700d	Other Authors	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	e	Relator term	R	.	700e	Name Title	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	e	Relator term	R	.	700e	Other Authors	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	f	Date of a work	NR	.	700f	Name Title	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	f	Date of a work	NR	.	700f	Other Titles	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	g	Miscellaneous information	R	.	700g	Name Title	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	g	Miscellaneous information	R	.	700g	Other Titles	.	.	.	TRLN
700	ADDED ENTRY--PERSONAL NAME	R	.	h	Medium	NR	.	700h	Name Title	.	.	.	TRLN
