parent element,element,source schema,provisional?,institution,source data element,source data subelement,constraints,processing_type,processing instructions,notes,mapping_id,mapping issue ct,field issue ct,field defined?,done in mta?,tests done?,,,,,
publisher,publisher[value],MARC,n,GEN,260,bf,none,subelement_to_value,deduplicate field once all values are assigned,x,publisher[value]GEN260bfnone,0,0,n,?,?,,,,,
publisher,publisher[value],MARC,n,GEN,264,b,i2 =~/[0-3]/,subelement_to_value,deduplicate field once all values are assigned,x,publisher[value]GEN264bi2 =~/[0-3]/,0,0,n,?,?,,,,,
record_data_source,record_data_source,MARC-to-Argot,n,GEN,{na},{na},none,constant,value = 'ILSMARC' provided by MARC-to-Argot,x,record_data_sourceGEN{na}{na}none,0,0,n,y,?,,,,,
related_work,related_work[author],MARC,n,GEN,700,abcd(g)jqu,i2=blank AND ($t OR $k),concat_subelements,$g included if it follows $t or $k; Replace subfield delimiters with '||',https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[author]GEN700abcd(g)jqui2=blank AND ($t OR $k),0,0,n,n,y,,,,,
related_work,related_work[author],MARC,n,GEN,710,abc(d)(g)(n)u,i2=blank AND ($t OR $k),concat_subelements,"$d, g, n related if it precedes $t and/or $k",https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[author]GEN710abc(d)(g)(n)ui2=blank AND ($t OR $k),0,0,n,n,y,,,,,
related_work,related_work[author],MARC,n,GEN,711,ac(d)e(g)(n)u,i2=blank AND ($t OR $k),concat_subelements,"$d, $g, $n included if it precedes $t and/or $k",https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[author]GEN711ac(d)e(g)(n)ui2=blank AND ($t OR $k),0,0,n,n,y,,,,,
related_work,related_work[author],MARC,n,GEN,765,a,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[author]GEN765a$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[author],MARC,n,GEN,767,a,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[author]GEN767a$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[author],MARC,n,GEN,770,a,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[author]GEN770a$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[author],MARC,n,GEN,772,a,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[author]GEN772a$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[author],MARC,n,GEN,773,a,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[author]GEN773a$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[author],MARC,n,GEN,775,a,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[author]GEN775a$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[author],MARC,n,GEN,777,a,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[author]GEN777a$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[author],MARC,n,GEN,780,a,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[author]GEN780a$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[author],MARC,n,GEN,785,a,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[author]GEN785a$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[author],MARC,n,GEN,786,a,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[author]GEN786a$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[author],MARC,n,GEN,787,a,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[author]GEN787a$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[details],MARC,n,GEN,765,bcdgh(k)mno(r)(u)(y),($t OR $s) AND i1=0,concat_subelements,We don't need to derive/display a details value if we aren't displaying the field; See https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc for pattern of processing for this and other MARC fields in the 76X-78X range.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[details]GEN765bcdgh(k)mno(r)(u)(y)($t OR $s) AND i1=0,0,0,n,n,y,,,,,
related_work,related_work[details],MARC,n,GEN,767,bcdgh(k)mno(r)(u)(y),($t OR $s) AND i1=0,concat_subelements,We don't need to derive/display a details value if we aren't displaying the field; See https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc for pattern of processing for this and other MARC fields in the 76X-78X range.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[details]GEN767bcdgh(k)mno(r)(u)(y)($t OR $s) AND i1=0,0,0,n,n,y,,,,,
related_work,related_work[details],MARC,n,GEN,770,bcdgh(k)mno(r)(u)(y),($t OR $s) AND i1=0,concat_subelements,We don't need to derive/display a details value if we aren't displaying the field; See https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc for pattern of processing for this and other MARC fields in the 76X-78X range.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[details]GEN770bcdgh(k)mno(r)(u)(y)($t OR $s) AND i1=0,0,0,n,n,y,,,,,
related_work,related_work[details],MARC,n,GEN,772,bcdgh(k)mno(r)(u)(y),($t OR $s) AND i1=0,concat_subelements,We don't need to derive/display a details value if we aren't displaying the field; See https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc for pattern of processing for this and other MARC fields in the 76X-78X range.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[details]GEN772bcdgh(k)mno(r)(u)(y)($t OR $s) AND i1=0,0,0,n,n,y,,,,,
related_work,related_work[details],MARC,n,GEN,773,bdgh(k)mno(r)(u)(y),($t OR $s) AND i1=0,concat_subelements,We don't need to derive/display a details value if we aren't displaying the field; See https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc for pattern of processing for this and other MARC fields in the 76X-78X range.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[details]GEN773bdgh(k)mno(r)(u)(y)($t OR $s) AND i1=0,0,0,n,n,y,,,,,
related_work,related_work[details],MARC,n,GEN,775,bcdgh(k)mno(r)(u)(y),($t OR $s) AND i1=0,concat_subelements,We don't need to derive/display a details value if we aren't displaying the field; See https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc for pattern of processing for this and other MARC fields in the 76X-78X range.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[details]GEN775bcdgh(k)mno(r)(u)(y)($t OR $s) AND i1=0,0,0,n,n,y,,,,,
related_work,related_work[details],MARC,n,GEN,777,bcdgh(k)mno(r)(u)(y),($t OR $s) AND i1=0,concat_subelements,We don't need to derive/display a details value if we aren't displaying the field; See https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc for pattern of processing for this and other MARC fields in the 76X-78X range.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[details]GEN777bcdgh(k)mno(r)(u)(y)($t OR $s) AND i1=0,0,0,n,n,y,,,,,
related_work,related_work[details],MARC,n,GEN,780,bcdgh(k)mno(r)(u)(y),($t OR $s) AND i1=0,concat_subelements,We don't need to derive/display a details value if we aren't displaying the field; See https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc for pattern of processing for this and other MARC fields in the 76X-78X range.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[details]GEN780bcdgh(k)mno(r)(u)(y)($t OR $s) AND i1=0,0,0,n,n,y,,,,,
related_work,related_work[details],MARC,n,GEN,785,bcdgh(k)mno(r)(u)(y),($t OR $s) AND i1=0,concat_subelements,We don't need to derive/display a details value if we aren't displaying the field; See https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc for pattern of processing for this and other MARC fields in the 76X-78X range.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[details]GEN785bcdgh(k)mno(r)(u)(y)($t OR $s) AND i1=0,0,0,n,n,y,,,,,
related_work,related_work[details],MARC,n,GEN,786,bcdgh(k)mno(r)(u)(v)(y),($t OR $s) AND i1=0,concat_subelements,We don't need to derive/display a details value if we aren't displaying the field; See https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc for pattern of processing for this and other MARC fields in the 76X-78X range.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[details]GEN786bcdgh(k)mno(r)(u)(v)(y)($t OR $s) AND i1=0,0,0,n,n,y,,,,,
related_work,related_work[details],MARC,n,GEN,787,bcdgh(k)mno(r)(u)(y),($t OR $s) AND i1=0,concat_subelements,We don't need to derive/display a details value if we aren't displaying the field; See https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc for pattern of processing for this and other MARC fields in the 76X-78X range.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[details]GEN787bcdgh(k)mno(r)(u)(y)($t OR $s) AND i1=0,0,0,n,n,y,,,,,
related_work,related_work[display],MARC,n,GEN,765,{na},($t OR $s) AND i1=1,constant, = false,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[display]GEN765{na}($t OR $s) AND i1=1,0,0,n,n,y,,,,,
related_work,related_work[display],MARC,n,GEN,767,{na},($t OR $s) AND i1=1,constant, = false,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[display]GEN767{na}($t OR $s) AND i1=1,0,0,n,n,y,,,,,
related_work,related_work[display],MARC,n,GEN,770,{na},($t OR $s) AND i1=1,constant, = false,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[display]GEN770{na}($t OR $s) AND i1=1,0,0,n,n,y,,,,,
related_work,related_work[display],MARC,n,GEN,772,{na},($t OR $s) AND i1=1,constant, = false,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[display]GEN772{na}($t OR $s) AND i1=1,0,0,n,n,y,,,,,
related_work,related_work[display],MARC,n,GEN,773,{na},($t OR $s) AND i1=1,constant, = false,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[display]GEN773{na}($t OR $s) AND i1=1,0,0,n,n,y,,,,,
related_work,related_work[display],MARC,n,GEN,775,{na},($t OR $s) AND i1=1,constant, = false,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[display]GEN775{na}($t OR $s) AND i1=1,0,0,n,n,y,,,,,
related_work,related_work[display],MARC,n,GEN,777,{na},($t OR $s) AND i1=1,constant, = false,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[display]GEN777{na}($t OR $s) AND i1=1,0,0,n,n,y,,,,,
related_work,related_work[display],MARC,n,GEN,780,{na},($t OR $s) AND i1=1,constant, = false,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[display]GEN780{na}($t OR $s) AND i1=1,0,0,n,n,y,,,,,
related_work,related_work[display],MARC,n,GEN,785,{na},($t OR $s) AND i1=1,constant, = false,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[display]GEN785{na}($t OR $s) AND i1=1,0,0,n,n,y,,,,,
related_work,related_work[display],MARC,n,GEN,786,{na},($t OR $s) AND i1=1,constant, = false,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[display]GEN786{na}($t OR $s) AND i1=1,0,0,n,n,y,,,,,
related_work,related_work[display],MARC,n,GEN,787,{na},($t OR $s) AND i1=1,constant, = false,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[display]GEN787{na}($t OR $s) AND i1=1,0,0,n,n,y,,,,,
related_work,related_work[isbn],MARC,n,GEN,765,z,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[isbn]GEN765z$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[isbn],MARC,n,GEN,767,z,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[isbn]GEN767z$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[isbn],MARC,n,GEN,770,z,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[isbn]GEN770z$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[isbn],MARC,n,GEN,772,z,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[isbn]GEN772z$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[isbn],MARC,n,GEN,773,z,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[isbn]GEN773z$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[isbn],MARC,n,GEN,775,z,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[isbn]GEN775z$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[isbn],MARC,n,GEN,777,z,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[isbn]GEN777z$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[isbn],MARC,n,GEN,780,z,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[isbn]GEN780z$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[isbn],MARC,n,GEN,785,z,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[isbn]GEN785z$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[isbn],MARC,n,GEN,786,z,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[isbn]GEN786z$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[isbn],MARC,n,GEN,787,z,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[isbn]GEN787z$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[issn],MARC,n,GEN,700,x,i2=blank AND ($t OR $k),concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[issn]GEN700xi2=blank AND ($t OR $k),0,0,n,n,y,,,,,
related_work,related_work[issn],MARC,n,GEN,710,x,i2=blank AND ($t OR $k),concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[issn]GEN710xi2=blank AND ($t OR $k),0,0,n,n,y,,,,,
related_work,related_work[issn],MARC,n,GEN,711,x,i2=blank AND ($t OR $k),concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[issn]GEN711xi2=blank AND ($t OR $k),0,0,n,n,y,,,,,
related_work,related_work[issn],MARC,n,GEN,730,x,i2=blank,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[issn]GEN730xi2=blank,0,0,n,n,y,,,,,
related_work,related_work[issn],MARC,n,GEN,765,x,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[issn]GEN765x$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[issn],MARC,n,GEN,767,x,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[issn]GEN767x$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[issn],MARC,n,GEN,770,x,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[issn]GEN770x$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[issn],MARC,n,GEN,772,x,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[issn]GEN772x$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[issn],MARC,n,GEN,773,x,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[issn]GEN773x$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[issn],MARC,n,GEN,775,x,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[issn]GEN775x$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[issn],MARC,n,GEN,777,x,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[issn]GEN777x$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[issn],MARC,n,GEN,780,x,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[issn]GEN780x$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[issn],MARC,n,GEN,785,x,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[issn]GEN785x$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[issn],MARC,n,GEN,786,x,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[issn]GEN786x$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[issn],MARC,n,GEN,787,x,$t OR $s,concat_subelements,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[issn]GEN787x$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[label],MARC,n,GEN,700,i3,i2=blank AND ($t OR $k),concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[label]GEN700i3i2=blank AND ($t OR $k),0,0,n,n,y,,,,,
related_work,related_work[label],MARC,n,GEN,710,i3,i2=blank AND ($t OR $k),concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[label]GEN710i3i2=blank AND ($t OR $k),0,0,n,n,y,,,,,
related_work,related_work[label],MARC,n,GEN,711,i3,i2=blank AND ($t OR $k),concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[label]GEN711i3i2=blank AND ($t OR $k),0,0,n,n,y,,,,,
related_work,related_work[label],MARC,n,GEN,730,i3,i2=blank,concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[label]GEN730i3i2=blank,0,0,n,n,y,,,,,
related_work,related_work[label],MARC,n,GEN,765,i,($t OR $s) AND i1=0,concat_subelements,We don't need a label value if we are not displaying.; If label is in $4 will need to translate to human readable label value (todo),https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[label]GEN765i($t OR $s) AND i1=0,0,0,n,n,y,,,,,
related_work,related_work[label],MARC,n,GEN,767,i,($t OR $s) AND i1=0,concat_subelements,We don't need a label value if we are not displaying.; If label is in $4 will need to translate to human readable label value (todo),https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[label]GEN767i($t OR $s) AND i1=0,0,0,n,n,y,,,,,
related_work,related_work[label],MARC,n,GEN,770,i,($t OR $s) AND i1=0,concat_subelements,We don't need a label value if we are not displaying.; If label is in $4 will need to translate to human readable label value (todo),https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[label]GEN770i($t OR $s) AND i1=0,0,0,n,n,y,,,,,
related_work,related_work[label],MARC,n,GEN,772,{na},($t OR $s) AND i1=0 AND i2=0 AND !($i OR $4),constant, = Parent item,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[label]GEN772{na}($t OR $s) AND i1=0 AND i2=0 AND !($i OR $4),0,0,n,n,y,,,,,
related_work,related_work[label],MARC,n,GEN,772,i,($t OR $s) AND i1=0 AND ($i OR $4),concat_subelements,We don't need a label value if we are not displaying.; If label is in $4 will need to translate to human readable label value (todo),https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[label]GEN772i($t OR $s) AND i1=0 AND ($i OR $4),0,0,n,n,y,,,,,
related_work,related_work[label],MARC,n,GEN,773,i3,($t OR $s) AND i1=0,concat_subelements,We don't need a label value if we are not displaying.; If label is in $4 will need to translate to human readable label value (todo),https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[label]GEN773i3($t OR $s) AND i1=0,0,0,n,n,y,,,,,
related_work,related_work[label],MARC,n,GEN,775,e,($t OR $s) AND !($i OR $4) AND $e,map subelement to value, = #{language name from code lookup} language edition,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[label]GEN775e($t OR $s) AND !($i OR $4) AND $e,0,0,n,n,y,,,,,
related_work,related_work[label],MARC,n,GEN,775,i,($t OR $s) AND i1=0,concat_subelements,We don't need a label value if we are not displaying.; If label is in $4 will need to translate to human readable label value (todo),https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[label]GEN775i($t OR $s) AND i1=0,0,0,n,n,y,,,,,
related_work,related_work[label],MARC,n,GEN,777,i,($t OR $s) AND i1=0,concat_subelements,We don't need a label value if we are not displaying.; If label is in $4 will need to translate to human readable label value (todo),https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[label]GEN777i($t OR $s) AND i1=0,0,0,n,n,y,,,,,
related_work,related_work[label],MARC,n,GEN,780,{na},($t OR $s) AND i1=0 AND !($i OR $4) AND i2=~/[0-7]/,map indicator value,Map indicator value to label as specified at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc; We don't need a label value if we are not displaying.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[label]GEN780{na}($t OR $s) AND i1=0 AND !($i OR $4) AND i2=~/[0-7]/,0,0,n,n,y,,,,,
related_work,related_work[label],MARC,n,GEN,780,i,($t OR $s) AND i1=0,concat_subelements,We don't need a label value if we are not displaying.; If label is in $4 will need to translate to human readable label value (todo),https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[label]GEN780i($t OR $s) AND i1=0,0,0,n,n,y,,,,,
related_work,related_work[label],MARC,n,GEN,785,{na},($t OR $s) AND i1=0 AND !($i OR $4) AND i2=~/[0-7]/,map indicator value,Map indicator value to label as specified at https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_linking_entry_fields_76X-78X.adoc; We don't need a label value if we are not displaying.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[label]GEN785{na}($t OR $s) AND i1=0 AND !($i OR $4) AND i2=~/[0-7]/,0,0,n,n,y,,,,,
related_work,related_work[label],MARC,n,GEN,785,i,($t OR $s) AND i1=0,concat_subelements,We don't need a label value if we are not displaying.; If label is in $4 will need to translate to human readable label value (todo),https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[label]GEN785i($t OR $s) AND i1=0,0,0,n,n,y,,,,,
related_work,related_work[label],MARC,n,GEN,786,i,($t OR $s) AND i1=0,concat_subelements,We don't need a label value if we are not displaying.; If label is in $4 will need to translate to human readable label value (todo),https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[label]GEN786i($t OR $s) AND i1=0,0,0,n,n,y,,,,,
related_work,related_work[label],MARC,n,GEN,787,i,($t OR $s) AND i1=0,concat_subelements,We don't need a label value if we are not displaying.; If label is in $4 will need to translate to human readable label value (todo),https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[label]GEN787i($t OR $s) AND i1=0,0,0,n,n,y,,,,,
related_work,related_work[other_ids],MARC,n,GEN,765,oru(w)y,$t OR $s,subelement_to_value,remove parenthetical id type prefix and leading spaces if present in $w,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[other_ids]GEN765oru(w)y$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[other_ids],MARC,n,GEN,767,oru(w)y,$t OR $s,subelement_to_value,remove parenthetical id type prefix and leading spaces if present in $w,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[other_ids]GEN767oru(w)y$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[other_ids],MARC,n,GEN,770,oru(w)y,$t OR $s,subelement_to_value,remove parenthetical id type prefix and leading spaces if present in $w,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[other_ids]GEN770oru(w)y$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[other_ids],MARC,n,GEN,772,oru(w)y,$t OR $s,subelement_to_value,remove parenthetical id type prefix and leading spaces if present in $w,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[other_ids]GEN772oru(w)y$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[other_ids],MARC,n,GEN,773,oru(w)y,$t OR $s,subelement_to_value,remove parenthetical id type prefix and leading spaces if present in $w,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[other_ids]GEN773oru(w)y$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[other_ids],MARC,n,GEN,775,oru(w)y,$t OR $s,subelement_to_value,remove parenthetical id type prefix and leading spaces if present in $w,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[other_ids]GEN775oru(w)y$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[other_ids],MARC,n,GEN,777,oru(w)y,$t OR $s,subelement_to_value,remove parenthetical id type prefix and leading spaces if present in $w,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[other_ids]GEN777oru(w)y$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[other_ids],MARC,n,GEN,780,oru(w)y,$t OR $s,subelement_to_value,remove parenthetical id type prefix and leading spaces if present in $w,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[other_ids]GEN780oru(w)y$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[other_ids],MARC,n,GEN,785,oru(w)y,$t OR $s,subelement_to_value,remove parenthetical id type prefix and leading spaces if present in $w,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[other_ids]GEN785oru(w)y$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[other_ids],MARC,n,GEN,786,oru(w)y,$t OR $s,subelement_to_value,remove parenthetical id type prefix and leading spaces if present in $w,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[other_ids]GEN786oru(w)y$t OR $s,0,0,n,n,y,,,,,
related_work,related_work[other_ids],MARC,n,GEN,787,oru(w)y,$t OR $s,subelement_to_value,remove parenthetical id type prefix and leading spaces if present in $w,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,related_work[other_ids]GEN787oru(w)y$t OR $s,0,0,n,n,y,,,,,
