element,parent element,definition,rationale,category,provisional,responsibility,obligation,searchable in,retain order,facet,Brief display,Full display,note on display,relevance importance,endeca equivalent,notes,implementation details,documentation,JIRA issue,is parent?,vernacular treatment,vernacular status,element type,argot-ruby processor/pattern,abstract processing pattern,issue ct,mapping ct,done in mta?,tests?,in schema?,,,,,,,,
note_performer_credits,x,"Information about the participants, players, narrators, presenters, or performers.",.,notes,n,shared,"{0,n}",not indexed,y,x,x,x,x,x,Performer Credits,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,y,na - parent element -- see subelements,{na},parent element,note,.,0,0,n,n,.,,,,,,,,
note_performer_credits[indexed],note_performer_credits,"Whether the note value should be indexed. If not explicitly set to false, assume true.",x,notes,n,shared,"{0,1}",not indexed,x,x,x,x,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,.,n,na - no vernacular expected,{na},subelement,note,.,0,0,.,.,.,,,,,,,,
note_performer_credits[indexed_value],note_performer_credits,"If [value] is populated, contains note that will be indexed differently that it is stored for display (i.e. without labels, etc.). If [value] is NOT populated, this is a searchable-only note which will not be displayed",x,notes,n,shared,"{0,1}",keyword,x,x,x,x,x,.,Indexed Notes,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,n,vernacular processing needed,define new subelement - map/doc needed,subelement,note,.,0,0,n,.,.,,,,,,,,
note_performer_credits[label],note_performer_credits,Optional contextualizing label for note,.,notes,n,shared,"{0,1}",not indexed,x,x,x,Other details > (responsibility cluster) > Performers/participants:,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,n,pass through/store vernacular -- no special processing,test/verification needed,subelement,note,.,0,1,n,n,.,,,,,,,,
note_performer_credits[lang],note_performer_credits,Script/language code for field,.,notes,n,shared,"{0,1}",not indexed,x,x,x,x,x,.,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,n,vernacular processing needed,define new subelement - map/doc needed,subelement,note,labeled_indexed_value,0,0,.,.,.,,,,,,,,
note_performer_credits[value],note_performer_credits,"The value of the note field. Is displayed if provided. If not provided, you must provide an indexed_value element, which will be indexed but not displayed. Is indexed if indexing is not turned off and there is not a separate indexed_value set.",.,notes,n,shared,"{0,1}",author;;;keyword,x,x,x,Other details > (responsibility cluster) > Performers/participants:,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,n,vernacular processing needed,define new subelement - map/doc needed,subelement,note,.,0,1,n,n,.,,,,,,,,
note_preferred_citation,x,Gives the preferred citation of the resource described in the record (or part of it),.,notes,n,shared,"{0,n}",not indexed,y,x,x,Other details,x,x,Notes,x,x,.,https://trlnmain.atlassian.net/browse/TD-883,n,pass through/store vernacular -- no special processing,test/verification needed,simple element,default,,0,1,y,y,n,,,,,,,,
note_production_credits,x,"Credits for persons or organizations, other than members of the cast, who have participated in the creation and/or production of the work.",.,notes,n,shared,"{0,n}",author;;;keyword,y,x,x,Other details > (responsibility cluster) > Credits:,x,x,Production Credits,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,n,vernacular processing needed,convert to nested element w/lang subelement - map/doc needed,simple element,default,.,0,1,n,n,.,,,,,,,,
note_related_work,x,Notes describing related resources,.,notes,n,shared,"{0,n}",not indexed,y,x,x,x,x,x,Related Collections,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,y,na - parent element -- see subelements,{na},parent element,note,.,0,0,.,.,.,,,,,,,,
note_related_work[indexed],note_related_work,"Whether the note value should be indexed. If not explicitly set to false, assume true.",x,notes,n,shared,"{0,1}",not indexed,x,x,x,x,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,n,na - no vernacular expected,{na},subelement,note,.,0,4,.,.,.,,,,,,,,
note_related_work[indexed_value],note_related_work,"If [value] is populated, contains note that will be indexed differently that it is stored for display (i.e. without labels, etc.). If [value] is NOT populated, this is a searchable-only note which will not be displayed",x,notes,n,shared,"{0,1}",keyword,x,x,x,x,x,low,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,n,vernacular processing needed,define new subelement - map/doc needed,subelement,note,.,0,1,.,.,.,,,,,,,,
note_related_work[label],note_related_work,The contextualizing label for this instance of the field,x,notes,n,shared,"{0,1}",not indexed,x,x,x,Related items,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,n,pass through/store vernacular -- no special processing,test/verification needed,subelement,note,.,0,8,.,.,.,,,,,,,,
note_related_work[lang],note_related_work,Script/language code for field,.,notes,n,shared,"{0,1}",not indexed,x,x,x,x,x,.,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,n,vernacular processing needed,define new subelement - map/doc needed,subelement,note,labeled_indexed_value,0,0,.,.,.,,,,,,,,
note_related_work[value],note_related_work,"The value of the note field. Is displayed if provided. If not provided, you must provide an indexed_value element, which will be indexed but not displayed. Is indexed if indexing is not turned off and there is not a separate indexed_value set.",x,notes,n,shared,"{0,1}",not indexed,x,x,x,Related items,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,n,pass through/store vernacular -- no special processing,test/verification needed,subelement,note,.,0,3,.,.,.,,,,,,,,
note_report_coverage,x,Time period covered by the report,.,notes,n,shared,"{0,n}",not indexed,y,x,x,Other details > (publication cluster) > Report covers:,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,n,pass through/store vernacular -- no special processing,test/verification needed,simple element,default,.,0,1,n,n,.,,,,,,,,
note_report_type,x,Type of report described by the record,.,notes,n,shared,"{0,n}",not indexed,y,x,x,Other details > (physical description cluster) > Type of report:,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,n,pass through/store vernacular -- no special processing,test/verification needed,simple element,default,.,0,1,n,n,.,,,,,,,,
note_reproduction,x,Descriptive data for a reproduction of an original item when the main portion of the bibliographic record describes the original item and the data differ.,x,notes,n,shared,"{0,n}",not indexed,y,x,x,Other details > (publication cluster) > no label,x,x,Notes,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,y,na - parent element -- see subelements,{na},parent element,note,.,0,0,n,.,.,,,,,,,,
note_reproduction[indexed],note_reproduction,"Whether the note value should be indexed. If not explicitly set to false, assume true.",x,notes,n,shared,"{0,1}",not indexed,x,x,x,x,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,n,na - no vernacular expected,{na},subelement,note,.,0,3,.,.,.,,,,,,,,
note_reproduction[indexed_value],note_reproduction,"If [value] is populated, contains note that will be indexed differently that it is stored for display (i.e. without labels, etc.). If [value] is NOT populated, this is a searchable-only note which will not be displayed",x,notes,n,shared,"{0,1}",keyword,x,x,x,x,x,.,Indexed Notes,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,n,vernacular processing needed,define new subelement - map/doc needed,subelement,note,.,0,2,n,.,.,,,,,,,,
note_reproduction[label],note_reproduction,Intial label portion of note,x,notes,n,shared,"{0,1}",not indexed,x,x,x,Other details > (publication cluster) > Reproduction details:,x,x,Notes,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,n,pass through/store vernacular -- no special processing,test/verification needed,subelement,note,.,0,5,n,.,.,,,,,,,,
note_reproduction[lang],note_reproduction,Script/language code for field,.,notes,n,shared,"{0,1}",not indexed,x,x,x,x,x,.,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,n,vernacular processing needed,define new subelement - map/doc needed,subelement,note,labeled_indexed_value,0,0,.,.,.,,,,,,,,
note_reproduction[value],note_reproduction,"The value of the note field. Is displayed if provided. If not provided, you must provide an indexed_value element, which will be indexed but not displayed. Is indexed if indexing is not turned off and there is not a separate indexed_value set.",x,notes,n,shared,"{0,1}",not indexed,x,x,x,Other details > (publication cluster) > Reproduction details:,x,x,Notes,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,n,pass through/store vernacular -- no special processing,test/verification needed,subelement,note,.,0,2,n,.,.,,,,,,,,
note_scale,x,"Details of the scale of graphic materials, or the scale and other cartographic details of cartographic materials",.,notes,n,shared,"{0,n}",keyword,y,x,x,Other details > (physical description cluster) > (no label/self labeled),x,x,Cartographic Data;;;Indexed Notes,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,n,vernacular processing needed,convert to nested element w/lang subelement - map/doc needed,simple element,default,.,0,2,n,n,.,,,,,,,,
note_serial_dates,x,Beginning/ending date(s) of an item and/or the sequential designations used on each part.,.,notes,n,shared,"{0,n}",not indexed,y,x,x,Other details > (publication cluster) > no label,x,x,Volumes,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-553,n,pass through/store vernacular -- no special processing,test/verification needed,simple element,default,.,0,1,n,n,.,,,,,,,,
note_summary,x,"Summary note from source record. Indexed, but will not be displayed if there is a Syndetics Summary available",.,notes,n,shared,"{0,n}",keyword,y,x,x,Summary,"If Syndetics summary is available, it is displayed. If not, and note_summary is populated, it is displayed.",.,Summary,x,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-207,n,vernacular processing needed,convert to nested element w/lang subelement - map/doc needed,simple element,default,.,1,1,y,.,.,,,,,,,,
note_supplement,x,Information on the existence of supplements or special issues that are neither cataloged in separate records nor recorded in a linking entry field 770,.,notes,n,shared,"{0,n}",not indexed,y,x,x,Other details > (serials cluster) > (no label),x,x,Notes,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,n,pass through/store vernacular -- no special processing,test/verification needed,simple element,default,.,0,1,n,n,.,,,,,,,,
note_system_details,x,Technical information about an item and the requirements for using it,.,notes,y,shared,"{0,n}",not indexed,y,x,x,Other details > (physical description cluster) > System details: ,x,x,System Details,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,n,na - no vernacular expected,{na},simple element,default,.,0,1,.,.,.,,,,,,,,
note_toc,x,"Contents note from source record. Indexed, but will not be displayed if there is a Syndetics TOC",.,notes,n,shared,"{0,n}",keyword,y,x,x,Contents,"If Syndetics TOC data is available, it is displayed. If not, and note_toc is populated, it is displayed.",.,Table of Contents,x,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-209,n,vernacular processing needed,convert to nested element w/lang subelement - map/doc needed,simple element,default,.,0,1,y,.,.,,,,,,,,
note_use_terms,x,"Terms governing the use of the materials after access has been provided. The field includes, but is not limited to, copyrights, film rights, trade restrictions, etc. that restrict the right to reproduce, exhibit, fictionalize, quote, etc.",.,notes,n,shared,"{0,n}",not indexed,y,x,x,Other details,x,x,Notes,x,x,.,https://trlnmain.atlassian.net/browse/TD-882,n,pass through/store vernacular -- no special processing,test/verification needed,simple element,default,,0,1,y,y,n,,,,,,,,
note_with,x,"""With"" note. Note indicating that more than one bibliographical work is contained in the physical item at the time of publishing, release, issue, or execution",.,notes,n,shared,"{0,n}",keyword,y,x,x,?,See linked documentation for question(s) about where this should be displayed,x,Indexed Notes,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/notes_fields.adoc,https://trlnmain.atlassian.net/browse/TD-160,n,vernacular processing needed,convert to nested element w/lang subelement - map/doc needed,simple element,default,.,0,1,n,n,.,,,,,,,,
oclc_number,x,Hash containing different OCLC number elements,.,ids,n,local,"{0,1}",not indexed,x,x,x,x,x,x,x,x,x,needed,.,y,na - parent element -- see subelements,{na},parent element,default,.,0,0,y,.,.,,,,,,,,
oclc_number[old],oclc_number,OCLC record numbers of no-longer-existing WorldCat master records that were merged into this record,"OCLC merges records all the time. If you have the OCLC number of a merged/deleted record, you should be able to be able to find the current record if it's in the system. Possibly improve rollup performance down the road.",ids,n,local,"{0,n}",ids;;;keyword,x,x,x,x,x,.,x,x,"Digits only. Strip off ocn/ocm/on prefixes. If coming from 035z, remove (OCoLC)",needed,.,n,na - no vernacular expected,{na},subelement,default,.,0,1,y,.,.,,,,,,,,
oclc_number[value],oclc_number,OCLC record number,.,ids,n,local,"{0,1}",ids;;;keyword,x,x,x,Other details > (ids cluster) > OCLC WorldCat record ID:,x,.,OCLCNumber,x,"Digits only. Strip off ocn/ocm/on prefixes. If coming from 035, remove (OCoLC)",needed,.,n,na - no vernacular expected,{na},subelement,default,.,0,3,y,.,.,,,,,,,,
origin_place_facet,x,"Values to populate a Place of Origin facet or search limit list, if desired",x,x,y,shared,"{0,n}",facet:Place of Origin?,x,Place of Origin?,x,x,Displayed as facet values if we create this facet,x,x,x,.,needed,https://trlnmain.atlassian.net/browse/TD-852,n,pass through/store vernacular -- no special processing,{na},simple element,default,.,0,5,.,.,.,,,,,,,,
origin_place_search,x,"Place where item was published, printed, written, filmed, recorded, etc., as a searchable string",x,x,y,shared,"{0,n}",x,x,x,x,x,Not displayed because this information is normally expressed in another field that WILL be displayed,x,x,"Duke sent this to ""Indexed Notes"" in Endeca",x,needed,https://trlnmain.atlassian.net/browse/TD-852,y,na - parent element -- see subelements,{na},parent element,default,.,0,0,.,.,.,,,,,,,,
origin_place_search[lang],origin_place_search,,x,x,y,shared,"{0,1}",x,x,x,x,x,Not displayed because this information is normally expressed in another field that WILL be displayed,x,x,x,x,needed,https://trlnmain.atlassian.net/browse/TD-852,n,na - no vernacular expected,{na},subelement,default,.,0,0,.,.,.,,,,,,,,
origin_place_search[value],origin_place_search,,x,x,y,shared,{1},place_of_origin (Advanced Search),,x,x,x,Not displayed because this information is normally expressed in another field that WILL be displayed,x,x,"Duke sent this to ""Indexed Notes"" in Endeca",x,needed,https://trlnmain.atlassian.net/browse/TD-852,n,vernacular processing needed,{na},subelement,default,.,0,7,.,.,.,,,,,,,,
owner,x,Code of institution responsible for submitting record to and maintaining record in TRLN Discovery,x,meta,n,local,{1},not indexed,x,x,x,x,x,x,x,x,"Lower case institution code: duke, nccu, ncsu, or unc; If not provided in submitted Argot documents, Spofford will insert the appropriate code based on the spofford-client configuration of the ingester.",needed,x,n,na - no vernacular expected,{na},simple element,default,.,0,0,.,.,y,,,,,,,,
physical_description,x,"Physical description statement describing the item(s) described by the record, including its extent, dimensions, and such other physical details as a description of any accompanying materials and unit type and size. ",Assist in identification/selection of resources in catalog,material description,n,shared,"{0,n}",not indexed,y,x,x,Other details > (physical description cluster) > Description:,x,x,Material,x,.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc,https://trlnmain.atlassian.net/browse/TD-468,y,na - parent element -- see subelements,{na},parent element,indexed_value,labeled_indexed_value,0,0,n,y,y,,,,,,,,
physical_description[label],physical_description,Contextualizing label for data in the field,x,material description,n,shared,"{0,1}",not indexed,x,x,x,Other details > (physical description cluster) > Description:,x,x,x,x,.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc,https://trlnmain.atlassian.net/browse/TD-468,n,pass through/store vernacular -- no special processing,test/verification needed,subelement,indexed_value,labeled_indexed_value,0,1,n,y,y,,,,,,,,
physical_description[lang],physical_description,Script/language code for field value,x,material description,n,shared,"{0,1}",not indexed,x,x,x,x,x,x,x,x,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc,https://trlnmain.atlassian.net/browse/TD-732,n,na - no vernacular expected,{na},subelement,indexed_value,labeled_indexed_value,0,0,n,y,y,,,,,,,,
physical_description[value],physical_description,The physical description statement value,x,material description,n,shared,{1},keyword,x,x,x,Other details > (physical description cluster) > Description:,x,x,Material,x,.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc,https://trlnmain.atlassian.net/browse/TD-468,n,vernacular processing needed,define new subelement - map/doc needed,subelement,indexed_value,labeled_indexed_value,0,1,n,y,y,,,,,,,,
physical_description_details,x,Material/physical description details,Assist in identification/selection of resources in catalog,material description,n,shared,"{0,n}",not indexed,y,x,x,Other details > (physical description cluster) > Description:,x,x,Sound Characteristics;;;Projection Characteristics of Moving Image;;;Video Characteristics;;;Digital File Characteristics,x,.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc,https://trlnmain.atlassian.net/browse/TD-479,y,na - parent element -- see subelements,{na},parent element,indexed_value,labeled_indexed_value,0,0,n,y,y,,,,,,,,
physical_description_details[label],physical_description_details,Contextualizing label for data in the field,x,material description,n,shared,"{0,1}",not indexed,x,x,x,Other details > (physical description cluster) > Description:,x,x,x,x,.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc,https://trlnmain.atlassian.net/browse/TD-479,n,na - no vernacular expected,{na},subelement,indexed_value,labeled_indexed_value,0,65,n,y,y,,,,,,,,
physical_description_details[value],physical_description_details,The physical description details statement value,x,material description,n,shared,{1},keyword,x,x,x,Other details > (physical description cluster) > Description:,x,x,Sound Characteristics;;;Projection Characteristics of Moving Image;;;Video Characteristics;;;Digital File Characteristics,x,.,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/physical_description_and_related_fields.adoc,https://trlnmain.atlassian.net/browse/TD-479,n,na - no vernacular expected,{na},subelement,indexed_value,labeled_indexed_value,0,6,n,y,y,,,,,,,,
physical_media,x,Physical media type,.,format,n,shared,"{1,n}",facet:Physical Media,x,Physical Media,?,?,Need to work out how this is best displayed,x,Format,Should be a value from a hierarchical list,.,needed,https://trlnmain.atlassian.net/browse/TD-435,n,na - no vernacular expected,{na},simple element,default,.,0,4,.,.,.,,,,,,,,
publisher,x,"Indexed publisher, distributor, etc. name",x,"publication, etc",n,shared,"{0,n}",not indexed,x,x,x,x,x,x,x,x,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/publication_and_related_fields.adoc,https://trlnmain.atlassian.net/browse/TD-155,y,vernacular processing needed,convert to nested element w/lang subelement - map/doc needed,parent element,default,index_only_value,0,0,y,.,.,,,,,,,,
publisher[lang],publisher,Script/language code for field value,x,"publication, etc",n,shared,"{0,1}",not indexed,x,x,x,x,x,x,x,x,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/publication_and_related_fields.adoc,https://trlnmain.atlassian.net/browse/TD-733,n,na - no vernacular expected,{na},subelement,default,index_only_value,0,0,.,.,.,,,,,,,,
publisher[value],publisher,The publisher name,x,"publication, etc",n,shared,{1},publisher;;;keyword,x,x,x,x,x,.,Publisher;;;Producer;;;Distributor;;;Manufacturer,x,x,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/publication_and_related_fields.adoc,https://trlnmain.atlassian.net/browse/TD-155,n,vernacular processing needed,{na},subelement,default,index_only_value,0,2,.,.,.,,,,,,,,
record_data_source,x,Data source(s) for record,Invaluable for doing data work/troubleshooting. Supported in Endeca: http://trlnr610c.trln.org:8888/endeca_jspref/controller.jsp?sid=13704A964F65&enePort=8070&Ne=206582&eneHost=trlnr610c.trln.org&N=0,backend,n,shared,"{1,n}",facet:Data Source,x,Data Source,x,x,Facet would be accessible in Admin/Backend interface only.,x,Source,x,"Values: ILSMARC, DC, EAD, ICE, Shared:#{Name/code of shared record set};;;Multiple values required because a final record in the system may mainly come from ILSMARC, but also be Shared, or have data merged in from EAD or ICE. ",needed,.,n,na - no vernacular expected,{na},simple element,default,.,0,1,.,.,.,,,,,,,,
related_work,x,related works not handled in a field such as Table of Contents,Navigation/exploration of catalog,related works,n,shared,"{0,n}",not indexed,y,x,x,x,x,high,Constituent Unit Linking;;;Other Titles,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,https://trlnmain.atlassian.net/browse/TD-442,y,na - parent element -- see subelements,{na},parent element,work_entry,work_entry,0,0,n,n,.,,,,,,,,
related_work[author],related_work,Author of the related work,x,related works,n,shared,"{0,1}",author;;;work;;;keyword,x,x,x,Related items,Hyperlinked. Clicking this segment does an author search,high,Other Authors,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,https://trlnmain.atlassian.net/browse/TD-442,n,vernacular processing needed,spec-ed in work_entry pattern -- implementation needed,subelement,work_entry,work_entry,0,14,.,.,.,,,,,,,,
related_work[details],related_work,"Other identifying or descriptive details of related work, suitable for display but not indexed",x,related works,n,shared,"{0,1}",not indexed,x,x,x,Related items,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,https://trlnmain.atlassian.net/browse/TD-442,n,pass through/store vernacular -- no special processing,test/verification needed,subelement,work_entry,work_entry,0,11,.,.,.,,,,,,,,
related_work[display],related_work,Whether to display content of field; Boolean; defaults to true,x,related works,n,shared,"{0,1}",not indexed,x,x,x,x,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,https://trlnmain.atlassian.net/browse/TD-442,n,na - no vernacular expected,{na},subelement,work_entry,work_entry,0,11,.,.,.,,,,,,,,
related_work[isbn],related_work,ISSN of related work,x,related works,n,shared,"{0,n}",ids;;;keyword,x,x,x,Related items,"When element is present, prepend "". ISBN: "" in display",high,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,https://trlnmain.atlassian.net/browse/TD-442,n,na - no vernacular expected,{na},subelement,work_entry,work_entry,0,11,.,.,.,,,,,,,,
related_work[issn],related_work,ISSN of related work,x,related works,n,shared,"{0,1}",ids;;;keyword,x,x,x,Related items,"When element is present, prepend "". ISSN: "" in display",high,Linking_ISSN,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,https://trlnmain.atlassian.net/browse/TD-442,n,na - no vernacular expected,{na},subelement,work_entry,work_entry,0,15,.,.,.,,,,,,,,
related_work[label],related_work,Contextualizing label specific to the data in the field,x,related works,n,shared,"{0,1}",not indexed,x,x,x,Related items,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,https://trlnmain.atlassian.net/browse/TD-442,n,pass through/store vernacular -- no special processing,test/verification needed,subelement,work_entry,work_entry,0,19,.,.,.,,,,,,,,
related_work[lang],related_work,Script/language code for field,Apply appropriate Solr language parsers,related works,n,shared,"{0,1}",not indexed,x,x,x,x,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/vernacular_scripts.adoc,https://trlnmain.atlassian.net/browse/TD-535,n,na - no vernacular expected,{na},subelement,work_entry,work_entry,0,0,n,n,.,,,,,,,,
related_work[other_ids],related_work,"IDs of related works, other than ISBN or ISSN",x,related works,n,shared,"{0,n}",ids;;;keyword,x,x,x,x,x,high,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,https://trlnmain.atlassian.net/browse/TD-442,n,na - no vernacular expected,{na},subelement,work_entry,work_entry,0,11,.,.,.,,,,,,,,
related_work[title],related_work,"Title of related work, respecting nonfiling indicators",x,related works,n,shared,{1},title;;;work;;;keyword,x,x,x,Related items,Hyperlinks on different segments of the title portion conduct queries on work_citation index,high,Other Titles,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,https://trlnmain.atlassian.net/browse/TD-442,n,vernacular processing needed,spec-ed in work_entry pattern -- implementation needed,subelement,work_entry,work_entry,0,27,.,.,.,,,,,,,,
related_work[title_nonfiling],related_work,"Title of related work, ignoring nonfiling indicators",x,related works,n,shared,"{0,1}",title;;;keyword,x,x,x,x,x,high,Other Titles,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,https://trlnmain.atlassian.net/browse/TD-442,n,vernacular processing needed,spec-ed in work_entry pattern -- implementation needed,subelement,work_entry,work_entry,0,4,.,.,.,,,,,,,,
related_work[title_variation],related_work,"Variant form of title of the related work, if recorded in field. Would most often be the title proper (from title page) when uniform title was recorded in main title element of field.",x,related works,n,shared,"{0,1}",title;;;keyword,x,x,x,Related items,"In display, this value should have prefix: ""Some editions have title: """,high,Other Titles,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,https://trlnmain.atlassian.net/browse/TD-442,n,vernacular processing needed,spec-ed in work_entry pattern -- implementation needed,subelement,work_entry,work_entry,0,12,.,.,.,,,,,,,,
related_work[type],related_work,Type of work_entry pattern,Used in post-Argot processing,related works,n,shared,{1},not indexed,x,x,x,x,x,x,x,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/related_work.adoc,https://trlnmain.atlassian.net/browse/TD-442,n,na - no vernacular expected,{na},subelement,work_entry,work_entry,0,16,.,.,.,,,,,,,,
resource_type,x,"General content type, as opposed to physical media",.,format,n,shared,"{1,n)",facet:Resource Type,x,Resource Type,?,?,Need to work out how this is best displayed,x,Format,Should be a value from flat (non-hierarchical) facet value list,.,needed,https://trlnmain.atlassian.net/browse/TD-434,n,na - no vernacular expected,{na},simple element,default,.,1,4,.,.,.,,,,,,,,
reverse_shelfkey,x,"Normalized, prefixed form of call number reversed and used for sorting and shelf browse applications. Not indexed for end-user queries, but is indexed for internal application use",x,call number,n,shared,"{0,1}",not indexed,,x,x,x,x,x,Call Number sort,x,.,needed,.,n,na - no vernacular expected,{na},simple element,default,.,0,0,.,.,.,,,,,,,,
rollup_id,x,"Namespaced ID used for rolling up records in ""Expand to TRLN"" mode. ",Avoid showing duplicate records when multiple institutions have the same title,ids,n,local,"{0,1}",not indexed,x,x,x,x,x,x,Rollup,x,.,needed,.,n,na - no vernacular expected,{na},simple element,default,.,2,2,.,.,.,,,,,,,,
series_statement,x,Series statement as transcribed from the item described by the record,Refers to this volume only; not used for collocating by series,series,n,shared,"{0,n}",not indexed,y,x,x,Other details,x,x,Series;;;Series title index,x,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/series_statement.adoc,https://trlnmain.atlassian.net/browse/TD-546,y,na - parent element -- see subelements,{na},parent element,series_statement,series_statement,0,0,n,y,.,,,,,,,,
